Link,"State","Bill Number","Name","Last Action","Action Date","Sponsors","Sponsor List","Actions","Versions","Tracked","Position"
https://www.billtrack50.com/billdetail/1342503,"PA","SB313","Further providing for the title of the act, for findings and declaration of policy, for right to freedom from discrimination in employment, housing and public accommodation, for definitions, for unlawful discriminatory practices and for prohibition of certain real estate practices; providing for protection of religious exercise; and further providing for powers and duties of commission, for educational program and for construction and exclusiveness of remedy.","Referred to LABOR AND INDUSTRY","3/10/2021","2","Patrick Browne (R)*, Camera Bartolotta (R)","1","1","81",""
