Link,"State","Bill Number","Name","Last Action","Action Date","Sponsors","Sponsor List","Actions","Versions","Tracked","Position"
https://www.billtrack50.com/billdetail/1290229,"AZ","HB2744","Antidiscrimination; housing; employment; public accommodations.","Assigned to House RULES Committee","5/24/2021","8","Daniel Hernandez (D)*, Cesar Chavez (D), Melody Hernandez (D), Jennifer Longdon (D), Juan Mendez (D), Robert Meza (D), Diego Rodriguez (D), Athena Salman (D)","2","1","45",""
