Link,"State","Bill Number","Name","Last Action","Action Date","Sponsors","Sponsor List","Actions","Versions","Tracked","Position"
https://www.billtrack50.com/billdetail/1262675,"AK","HB17","Discrimination: Gender Id.;sexual Orient.","REFERRED TO STATE AFFAIRS","4/4/2022","11","Andrew Josephson (D)*, Harriet Drummond (D), Zach Fields (D), Sara Hannan (D), Grier Hopkins (D), Jonathan Kreiss-Tomkins (D), Calvin Schrage (D), Liz Snyder (D), Ivy Spohnholz (D), Andrea Story (D), Geran Tarr (D)","18","1","46",""
