Link,"State","Bill Number","Name","Last Action","Action Date","Sponsors","Sponsor List","Actions","Versions","Tracked","Position"
https://www.billtrack50.com/billdetail/1410750,"KY","HB11","AN ACT relating to civil rights.","to Committee on Committees (H)","1/4/2022","11","Lisa Willner (D)*, Tina Bojanowski (D), Kelly Flood (D), Joni Jenkins (D), Nima Kulkarni (D), Mary Marzian (D), Josie Raymond (D), Attica Scott (D), Cherlynn Stevenson (D), Pamela Stevenson (D), Susan Westrom (D)","3","1","64",""
https://www.billtrack50.com/billdetail/1410921,"KY","HB15","AN ACT relating to civil rights.","to Committee on Committees (H)","1/4/2022","15","Patti Minter (D)*, Tina Bojanowski (D), George Brown (D), McKenzie Cantrell (D), Kelly Flood (D), Joni Jenkins (D), Mary Marzian (D), Josie Raymond (D), Rachel Roberts (D), Attica Scott (D), Cherlynn Stevenson (D), Pamela Stevenson (D), Susan Westrom (D), Charles Wheatley (D), Lisa Willner (D)","3","1","57",""
