Link,"State","Bill Number","Name","Last Action","Action Date","Sponsors","Sponsor List","Actions","Versions","Tracked","Position"
https://www.billtrack50.com/billdetail/1451767,"KS","HB2665","Amending the Kansas act against discrimination to include sexual orientation and gender identity or expression.","House Died in Committee","5/23/2022","4","Brandon Woodard (D)*, Stephanie Byers (D), Heather Meyer (D), Susan Ruiz (D)","3","1","54",""
