Link,"State","Bill Number","Name","Last Action","Action Date","Sponsors","Sponsor List","Actions","Versions","Tracked","Position"
https://www.billtrack50.com/billdetail/1441156,"ID","H0488","Amends existing law to provide for a private cause of action.","Reported Printed and Referred to Ways & Means","1/31/2022","1","Priscilla Giddings (R)*","2","1","43",""
https://www.billtrack50.com/billdetail/1461552,"ID","H0675","Amends existing law to provide for the crime of genital mutilation in certain instances and to provide certain exemptions.","Introduced, read first time; referred to: State Affairs","3/9/2022","0","","10","1","46",""
